Age Range,Years of Experience,Industry,Job Title,Highest Level of Education Received,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
26-29,1,Law,Paralegal,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Healthcare,Recruiter,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,"Pharmaceutical ",Document Control,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Research and consulting,Research Associate,Master's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Public Health,Project Coordinator III,Master's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Mental health,Counselor,Master's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,"Public Relations ","Assistant account executive ",Master's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Sales,BDR,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,"Staffing ","Operations analyst ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,"Education ","Elementary teacher ",Master's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Public health,Community Health Worker,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Advertising,"Advertising Coordinator ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Recruiting,"Recruiting Coordinator ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Early Intervention,Developmental Therapist,Master's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Healthcare,Medical scribe,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,"Recruiting ","Engineering recruiter ","Some College credit, no degree",USA,45000.00,0.00,0.00,Female
26-29,1,Non-profit,Lead Coordinator,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,Marketing,Social Media Manager,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
26-29,1,"Aviation insurance ",CUSAtomer service rep,"Some College credit, no degree",USA,45760.00,0.00,0.00,Female
26-29,1,Corporate office job,Taking phone calls,Bachelor's Degree,USA,46000.00,0.00,0.00,Female
26-29,1,Human Resources,"HR Representative ",Associate Degree,USA,46820.00,0.00,0.00,Female
26-29,1,Design,Design and Sales Consultant,Bachelor's Degree,USA,47000.00,0.00,0.00,Female
26-29,1,Assisted living,BUSAiness office manager,Bachelor's Degree,USA,47000.00,0.00,0.00,Female
26-29,1,Nonprofit,Purchaser,Bachelor's Degree,USA,47000.00,0.00,0.00,Female
26-29,1,Law,"Conflict Analysis ",Bachelor's Degree,USA,47000.00,0.00,0.00,Female
26-29,1,N/A,N/A,Bachelor's Degree,USA,47000.00,0.00,0.00,Female
26-29,1,Insurance,Inside Property AdjUSAter,"Some College credit, no degree",USA,47500.00,0.00,0.00,Female
26-29,1,Finance,N/A,Bachelor's Degree,USA,47500.00,0.00,0.00,Female
26-29,1,Operations,"Area Manager ",Bachelor's Degree,USA,47500.00,0.00,0.00,Female
26-29,1,Finance,"Payroll Specialist ",Bachelor's Degree,USA,47840.00,0.00,0.00,Female
26-29,1,Law,"Articling Student ",Doctorate Degree,CANADA,48000.00,0.00,0.00,Female
26-29,1,Marketing Agency,Jr. Account Executive,Bachelor's Degree,USA,48000.00,0.00,0.00,Female
26-29,1,Non-profit,Health Enrollment Specialist,Master's Degree,USA,48000.00,0.00,0.00,Female
26-29,1,Education,Teacher,Master's Degree,USA,48000.00,0.00,0.00,Female
26-29,1,N/A,Radiologic technologist,Associate Degree,USA,48000.00,0.00,0.00,Female
26-29,1,Public Relations,"Account Coordinator ",Bachelor's Degree,USA,48000.00,0.00,0.00,Female
26-29,1,Marketing and PR,Public Relations coordinator,Bachelor's Degree,USA,48000.00,0.00,0.00,Female
26-29,1,"TA Recruitment ","Recruitment Coordinator ","High School Graduate, Diploma or the equivalent (e",USA,48000.00,0.00,0.00,Female
26-29,1,Social Work,"Case Manager ",Bachelor's Degree,USA,48690.00,0.00,0.00,Female
26-29,1,N/A,"Accounts payable ",Bachelor's Degree,USA,48880.00,0.00,0.00,Female
26-29,1,Legal/Government,Legal Analyst,Master's Degree,USA,49000.00,0.00,0.00,Female
26-29,1,"Development ",Community Development Specialist,Bachelor's Degree,USA,49000.00,0.00,0.00,Female
26-29,1,Tech,Consultant,Bachelor's Degree,CANADA,49500.00,0.00,0.00,Female
26-29,1,Logistics,SAP Consultant,Bachelor's Degree,GERMANY,50000.00,0.00,0.00,Female
26-29,1,Financial Services,"Account Manager ",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,"Government ",Eligibility Worker/ Case Worker,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,"Hospitality ","Ecommerce specialist ",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Education,Teacher,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Law,Paralegal,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Real Estate,Title insurance producer,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Tech,Associate Recruiter,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Healthcare,Speech-language pathologist,Master's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Media,Media traffic coordinator,Master's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Medicine,Residentphysician,MastersDegree,USA,50000.00,0.00,0.00,Female
26-29,1,"Tech ",Implementation Manager,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,"Defense indUSAtry ",Procurement,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Paints and Coatings,Research & Development Chemist,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Government,Analyst,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Finance,Staff Accountant,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Telecommunications,Real Estate Project Manager,"Trade, Technical, Vocational Training",USA,50000.00,0.00,0.00,Female
26-29,1,"Tech ","Executive Assistant ",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,"Telecommunications ","Real estate project manager ",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
26-29,1,Library,"Library associate ",Master's Degree,USA,50500.00,0.00,0.00,Female
26-29,1,Marketing,Marketing Associate,Bachelor's Degree,USA,51000.00,0.00,0.00,Female
26-29,1,Retail,Assistant Buyer,Bachelor's Degree,USA,51000.00,0.00,0.00,Female
26-29,1,Education,"School Counselor ",Master's Degree,USA,51000.00,0.00,0.00,Female
26-29,1,Sales,Sales rep,Master's Degree,USA,51000.00,0.00,0.00,Female
26-29,1,"Entertainment ","Associate producer ","Some College credit, no degree",USA,51000.00,0.00,0.00,Female
26-29,1,"Banking ",Manager,"Some High School, No Diploma",USA,51000.00,0.00,0.00,Female
26-29,1,"Government ","Contracts Administrator ",Bachelor's Degree,USA,51230.00,0.00,0.00,Female
26-29,1,Tourism,"Ride operator ","High School Graduate, Diploma or the equivalent (e",AUSTRALIA,52000.00,0.00,0.00,Female
26-29,1,"Healthcare ","Recruiting Coordinator ",Bachelor's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,Human Resources,Recruiting Associate,Bachelor's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,"Teaching ","Teacher ",Master's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,Food Science,Lab Tech,"Some College credit, no degree",USA,52000.00,0.00,0.00,Female
26-29,1,Medical Spa,Practice Manager,Bachelor's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,"Human Resources ",Recruiter,Bachelor's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,"Higher education ",Development Assistant,Bachelor's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,"Food Distribution ",Pricing Analyst,Bachelor's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,"Mortgage ","Post Closing Supervisor ",Bachelor's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,N/A,"Healthcare consultant ",Master's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,Public Health,Policy Specialist,Master's Degree,USA,52000.00,0.00,0.00,Female
26-29,1,IT,Servicenow developer,Bachelor's Degree,CANADA,53000.00,0.00,0.00,Female
26-29,1,Behavioral Health,Licensed social worker,Master's Degree,USA,53000.00,0.00,0.00,Female
26-29,1,Healthcare,"Sonographer ",Associate Degree,USA,53000.00,0.00,0.00,Female
26-29,1,"Grants management ","Grant Manager Assistant ",Bachelor's Degree,USA,53000.00,0.00,0.00,Female
26-29,1,"Marketing ",Marketing Specialist,Bachelor's Degree,USA,53000.00,0.00,0.00,Female
26-29,1,"Government ","Auditor ",Master's Degree,USA,53000.00,0.00,0.00,Female
26-29,1,Healthcare,"Therapist ",Master's Degree,USA,53000.00,0.00,0.00,Female
26-29,1,"Biotechnology ",Molecular Biologist,Master's Degree,USA,53040.00,0.00,0.00,Female
26-29,1,"Architecture ","Architectural Designer ",Master's Degree,USA,53500.00,0.00,0.00,Female
26-29,1,Social Media Marketing,Social Media Strategist,Bachelor's Degree,USA,54000.00,0.00,0.00,Female
26-29,1,Publishing,Publishing Coordinator,Master's Degree,AUSTRALIA,55000.00,0.00,0.00,Female
26-29,1,"Fashion ",Supply Chain Management,Master's Degree,AUSTRALIA,55000.00,0.00,0.00,Female
26-29,1,Media,"Digital coordinator ","Some College credit, no degree",AUSTRALIA,55000.00,0.00,0.00,Female
26-29,1,Urban design & city planning,City Planner,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Actuarial - Pensions,"Associate Actuarial Analyst ",Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Healthcare,Nurse,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,"Marketing ","Campaign manager ",Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Design,Project coordinator,"Some College credit, no degree",USA,55000.00,0.00,0.00,Female
26-29,1,Entertainment,Social Media Manager,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,"Healthcare ","Medical Laboratory Scientist ",Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Accounting,Staff accountant,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Medical,HR Coordinator,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,"Technology ","CUSAtomer Success Associate ",Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,IT,"Project Coordinator ",Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Legal,Docketing Clerk,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Medicine,Surgical Resident,Doctorate Degree,USA,55000.00,0.00,0.00,Female
26-29,1,"Manufacturing ",Environmental health and safety,Master's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Law,"Attorney ",Professional Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Software Sales,Sales Development Representative,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Civil Engineering,Technician,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,"Finance ",Financial analyst,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,hospitality,beverage server,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,"Psychology ",Postdoctoral Researcher,Doctorate Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Corporate,Executive Assistant,Master's Degree,USA,55000.00,0.00,0.00,Female
26-29,1,Claims/Insurance,Claims Representative,Bachelor's Degree,USA,55500.00,0.00,0.00,Female
26-29,1,"General Surgey resident ",N/A,Doctorate Degree,USA,56000.00,0.00,0.00,Female
26-29,1,"Human Resources  ","Recruiter ",Bachelor's Degree,USA,56000.00,0.00,0.00,Female
26-29,1,"Automotive Manufacturing ",Quality Engineer,Bachelor's Degree,USA,56000.00,0.00,0.00,Female
26-29,1,"Social Work ","Utilization Review specialist ",Master's Degree,USA,56000.00,0.00,0.00,Female
26-29,1,"Nonprofit ","Recruitment ",Bachelor's Degree,USA,56000.00,0.00,0.00,Female
26-29,1,Public Health,Temp. Expert Professional,Bachelor's Degree,USA,56160.00,0.00,0.00,Female
26-29,1,"Compliance ","Product compliance associate ",Bachelor's Degree,CANADA,56500.00,0.00,0.00,Female
26-29,1,Ecommerce,Assistant buyer,Bachelor's Degree,USA,56500.00,0.00,0.00,Female
26-29,1,Health admin,N/A,Master's Degree,USA,56650.00,0.00,0.00,Female
26-29,1,"Interior Design ","Junior Designer ","Some College credit, no degree",CANADA,57000.00,0.00,0.00,Female
26-29,1,School,"Speech Language Pathologist ",Master's Degree,USA,57000.00,0.00,0.00,Female
26-29,1,"Tech ","Product support ",Bachelor's Degree,USA,57000.00,0.00,0.00,Female
26-29,1,Long term care,Clinical Dietitian,Master's Degree,USA,57000.00,0.00,0.00,Female
26-29,1,Mortgage,"BUSAiness analyst ",Bachelor's Degree,USA,57200.00,0.00,0.00,Female
26-29,1,Healthcare,Dietitian,Master's Degree,USA,57300.00,0.00,0.00,Female
26-29,1,Law,Legal Counsel,Professional Degree,CANADA,58000.00,0.00,0.00,Female
26-29,1,Health,Web Project Manager,Bachelor's Degree,USA,58000.00,0.00,0.00,Female
26-29,1,"Executive network "," Associate ",Bachelor's Degree,USA,58000.00,0.00,0.00,Female
26-29,1,Tech,App Support Engineer,Bachelor's Degree,USA,58000.00,0.00,0.00,Female
26-29,1,"Legal ","Junior Associate ",Doctorate Degree,USA,58000.00,0.00,0.00,Female
26-29,1,Healthcare,Compensation Analyst,Master's Degree,USA,58000.00,0.00,0.00,Female
26-29,1,Finance,Compliance Analyst,Bachelor's Degree,USA,58000.00,0.00,0.00,Female
26-29,1,Mental Health,Therapist,Master's Degree,USA,58500.00,0.00,0.00,Female
26-29,1,Tech,"Developer ",Master's Degree,AUSTRALIA,59000.00,0.00,0.00,Female
26-29,1,"Medical field ","Licensed clinical social worker ",Master's Degree,USA,59000.00,0.00,0.00,Female
26-29,1,Medicine,Resident Doctor,Doctorate Degree,USA,59000.00,0.00,0.00,Female
26-29,1,Health,Senior Administration,Bachelor's Degree,AUSTRALIA,60000.00,0.00,0.00,Female
26-29,1,Marketing,BUSAiness Development and Marketing Specialist,Bachelor's Degree,CANADA,60000.00,0.00,0.00,Female
26-29,1,Architecture,"Interior designer ",Bachelor's Degree,CANADA,60000.00,0.00,0.00,Female
26-29,1,Tech,Support Team Leab,No Schooling Completed,CANADA,60000.00,0.00,0.00,Female
26-29,1,Architecture,Architectural Designer,Master's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,Physicaltherapist,Physicaltherapist,DoctorateDegree,USA,60000.00,0.00,0.00,Female
26-29,1,"Higher Education ","Analyst II ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,Healthcare,Registered Nurse,Associate Degree,USA,60000.00,0.00,0.00,Female
26-29,1,"Asphalt ","BUSAiness manager ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,Coworking,Workplace Manager,Bachelor's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,"TrUSAt adminstration ","Financial Manager ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,Marketing,"Director of Digital Marketing ",Master's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,"Food Manufacturing ",Food Technologist,Master's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,Healthcare,Registered nurse,Bachelor's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,SaaS Tech,"SDR ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,"Legal Field ","Associate Attorney - Immigration ",Doctorate Degree,USA,60000.00,0.00,0.00,Female
26-29,1,"Government ","Management and program analyst ",Master's Degree,USA,60000.00,0.00,0.00,Female
26-29,1,Legal,Attorney,Professional Degree,USA,60000.00,0.00,0.00,Female
26-29,1,Education,"Elementary teacher ",Professional Degree,CANADA,61000.00,0.00,0.00,Female
26-29,1,Medicine,Resident - Ortho Surgery,Doctorate Degree,USA,61000.00,0.00,0.00,Female
26-29,1,Public Health,Epidemiologist,Master's Degree,USA,61000.00,0.00,0.00,Female
26-29,1,Healthcare,Resident physician,Professional Degree,USA,61000.00,0.00,0.00,Female
26-29,1,Consulting,"Marketing Program Manager ",Master's Degree,CANADA,62000.00,0.00,0.00,Female
26-29,1,FMCG,Supply Chain Trainee,Master's Degree,GERMANY,62000.00,0.00,0.00,Female
