Age Range,Years of Experience,Industry,Job Title,Highest Level of Education Received,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
22-25,1,Accounting,Staff Accountant,Master's Degree,USA,63500.00,0.00,0.00,Female
22-25,1,Accounting,N/A,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
22-25,1,Accounting,Associate,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
22-25,1,Accounting,Auditor,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
22-25,1,Accounting,Audit Associate,Bachelor's Degree,USA,66000.00,0.00,0.00,Female
22-25,1,Accounting,Auditor,Master's Degree,USA,66000.00,0.00,0.00,Female
22-25,1,Accounting,Tax Associate,Bachelor's Degree,USA,67000.00,0.00,0.00,Female
22-25,1,Accounting,Tax Consultant,Master's Degree,USA,67200.00,0.00,0.00,Female
22-25,1,Accounting,"TA associate ",Bachelor's Degree,USA,69000.00,0.00,0.00,Female
22-25,1,Accounting,Assurance Staff,Master's Degree,USA,70000.00,0.00,0.00,Female
22-25,1,Accounting,Tax accountant,Master's Degree,USA,70000.00,0.00,0.00,Female
22-25,1,Accounting,Staff accountant,Bachelor's Degree,USA,72000.00,0.00,0.00,Female
22-25,1,Accounting,Staff Tax Accountant,Master's Degree,USA,75000.00,0.00,0.00,Female
22-25,1,Accounting,Exp Audit Associate,Master's Degree,USA,79000.00,0.00,0.00,Female
22-25,1,Accounting,"Associate, deal advisory ",Master's Degree,USA,83000.00,0.00,0.00,Female
22-25,1,Accounting,Auditor,"SomeCollegecredit,nodegree",CANADA,99000.00,0.00,0.00,Female
22-25,1,Accounting,"Tax Consultant ",Master's Degree,USA,72000.00,0.00,0.00,Female
22-25,1,Accounting,Tax Associate,Master's Degree,USA,65500.00,0.00,0.00,Female
22-25,1,Accounting,"Tax associate ",Bachelor's Degree,USA,70000.00,0.00,0.00,Female
22-25,1,Accounting,Staff Accountant/Bookkeeper,Master's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Accounting,Auditor,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
22-25,1,Accounting,"Tax associate ",Master's Degree,USA,64000.00,0.00,0.00,Female
22-25,1,Accounting,Tax Associate,Master's Degree,USA,61000.00,0.02,0.00,Female
22-25,1,Accounting,Tax Accountant,Master's Degree,USA,56000.00,0.08,0.00,Female
22-25,1,Accounting,"Tax Associate ",Bachelor's Degree,USA,77000.00,300.00,0.00,Female
22-25,1,Accounting,Audit Associate,Master's Degree,USA,56000.00,1000.00,0.00,Female
22-25,1,Accounting,Tax Associate,Bachelor's Degree,CANADA,60000.00,1000.00,0.00,Female
22-25,1,Accounting,Auditor,Bachelor's Degree,USA,65000.00,1000.00,0.00,Female
22-25,1,Accounting,Assurance Staff,Bachelor's Degree,USA,65000.00,1000.00,0.00,Female
22-25,1,Accounting,IT Advisory Associate,Bachelor's Degree,USA,74000.00,1200.00,0.00,Female
22-25,1,Accounting,Audit Staff,Master's Degree,USA,64020.00,1400.00,0.00,Female
22-25,1,Accounting,Auditor,Bachelor's Degree,USA,74000.00,1950.00,0.00,Female
22-25,1,Accounting,Cost Accountant,Bachelor's Degree,USA,40500.00,2000.00,0.00,Female
22-25,1,Accounting,Accounting Assistant,Bachelor's Degree,CANADA,47970.00,2000.00,0.00,Female
22-25,1,Accounting,Private equity fund accountant,Bachelor's Degree,USA,52000.00,2000.00,0.00,Female
22-25,1,Accounting,Staff accountant,Bachelor's Degree,USA,52000.00,2000.00,0.00,Female
22-25,1,Accounting,Assurance Experienced Associate,Master's Degree,USA,59400.00,2000.00,0.00,Female
22-25,1,Accounting,Tax Staff,Master's Degree,USA,63500.00,2000.00,0.00,Female
22-25,1,Accounting,"Audit associate ",Master's Degree,USA,66000.00,2000.00,0.00,Female
22-25,1,Accounting,Audit Associate,Bachelor's Degree,USA,72000.00,2000.00,0.00,Female
22-25,1,Accounting,Staff accountant,Bachelor's Degree,USA,72500.00,2000.00,0.00,Female
22-25,1,Accounting,N/A,Bachelor's Degree,USA,70000.00,2100.00,0.00,Female
22-25,1,Accounting,Associate,Bachelor's Degree,CANADA,56000.00,2500.00,0.00,Female
22-25,1,Accounting,Tax Associate,Master's Degree,USA,63000.00,2500.00,0.00,Female
22-25,1,Accounting,"Tax accountant ",Bachelor's Degree,USA,60000.00,3000.00,0.00,Female
22-25,1,Accounting,Private tax Accountant,Bachelor's Degree,USA,63000.00,3000.00,0.00,Female
22-25,1,Accounting,N/A,Master's Degree,USA,65000.00,3000.00,0.00,Female
22-25,1,Accounting,Tax Associate,Master's Degree,USA,65000.00,3000.00,0.00,Female
22-25,1,Accounting,Staff,Master's Degree,USA,66400.00,3000.00,0.00,Female
22-25,1,Accounting,Tax Associate,Bachelor's Degree,USA,68300.00,3000.00,0.00,Female
22-25,1,Accounting,Tax Accountant,Bachelor's Degree,USA,76000.00,3000.00,0.00,Female
22-25,1,Accounting,Staff,Bachelor's Degree,USA,51000.00,5000.00,0.00,Female
22-25,1,Accounting,Transfer Pricing Associate,Bachelor's Degree,USA,55000.00,5000.00,0.00,Female
22-25,1,Accounting,Audit Associate,Bachelor's Degree,USA,56000.00,5000.00,0.00,Female
22-25,1,Accounting,Audit Associate,Master's Degree,USA,61000.00,5000.00,0.00,Female
22-25,1,Accounting,Associate 2,Bachelor's Degree,USA,74000.00,5000.00,0.00,Female
22-25,1,Accounting,Assurance Associate,Master's Degree,USA,62000.00,5000.00,0.00,Female
22-25,1,Accounting,Staff Accountant I,Bachelor's Degree,CANADA,58000.00,8000.00,0.00,Female
22-25,1,Accounting,Transfer Pricing Associate,Bachelor's Degree,USA,88000.00,8000.00,0.00,Female
22-25,1,Accounting,"Senior assistant ",Bachelor's Degree,USA,83300.00,10000.00,0.00,Female
22-25,1,Accounting,"Accountant ",Bachelor's Degree,CANADA,40000.00,0.00,0.00,Male
22-25,1,Accounting,Audit Associate,Master's Degree,USA,54000.00,0.00,0.00,Male
22-25,1,Accounting,Internal audit,Bachelor's Degree,USA,57500.00,0.00,0.00,Male
22-25,1,Accounting,"Staff Accountant ",Bachelor's Degree,CANADA,58000.00,0.00,0.00,Male
22-25,1,Accounting,Tax Associate,Master's Degree,USA,58000.00,0.00,0.00,Male
22-25,1,Accounting,Staff,Master's Degree,USA,58500.00,0.00,0.00,Male
22-25,1,Accounting,Auditor,Bachelor's Degree,USA,61000.00,0.00,0.00,Male
22-25,1,Accounting,Staff Associate,Master's Degree,USA,62000.00,0.00,0.00,Male
22-25,1,Accounting,Analyst - external audit,Bachelor's Degree,AUSTRALIA,65000.00,0.00,0.00,Male
22-25,1,Accounting,N/A,Bachelor's Degree,USA,65000.00,0.00,0.00,Male
22-25,1,Accounting,IT Audit,Bachelor's Degree,USA,66600.00,0.00,0.00,Male
22-25,1,Accounting,Tax Associate,Bachelor's Degree,USA,67000.00,0.00,0.00,Male
22-25,1,Accounting,"Audit Associate ",Bachelor's Degree,USA,70000.00,0.00,0.00,Male
22-25,1,Accounting,Associate,Bachelor's Degree,USA,80000.00,0.00,0.00,Male
22-25,1,Accounting,Senior accountant,Bachelor's Degree,USA,82000.00,0.00,0.00,Male
22-25,1,Accounting,Auditor,Bachelor's Degree,USA,70000.00,0.00,0.00,Male
22-25,1,Accounting,Staff 1,Bachelor's Degree,USA,65000.00,0.00,0.00,Male
22-25,1,Accounting,Audit Associate,Bachelor's Degree,USA,62500.00,0.00,0.00,Male
22-25,1,Accounting,Tax Credit Specialist,Bachelor's Degree,USA,65000.00,0.05,0.00,Male
22-25,1,Accounting,Assurance Staff,Bachelor's Degree,USA,59500.00,1000.00,0.00,Male
22-25,1,Accounting,Staff Accountant,Bachelor's Degree,USA,67000.00,1000.00,0.00,Male
22-25,1,Accounting,Auditor,Master's Degree,USA,65500.00,1200.00,0.00,Male
22-25,1,Accounting,Advisory analyst,Bachelor's Degree,USA,70000.00,2500.00,0.00,Male
22-25,1,Accounting,Staff Accountant,Master's Degree,USA,58000.00,3000.00,0.00,Male
22-25,1,Accounting,Audit Associate,Master's Degree,USA,60000.00,3000.00,0.00,Male
22-25,1,Accounting,"Staff Accountant ",Bachelor's Degree,USA,55000.00,5000.00,0.00,Male
22-25,1,Accounting,Associate,Bachelor's Degree,USA,63000.00,5000.00,0.00,Male
22-25,1,Accounting,Tax Consultant,Master's Degree,USA,75500.00,5000.00,0.00,Male
22-25,1,Accounting,Advisory associate,Master's Degree,USA,68000.00,7000.00,0.00,Male
22-25,1,Accounting,Staff Accountant,Bachelor's Degree,CANADA,55500.00,8000.00,0.00,Male
22-25,1,Accounting,Assurance Staff,Master's Degree,USA,65000.00,0.00,0.00,Prefer Not
22-25,1,Accounting,"Trainee Auditor ","Some College credit, no degree","ENGLAND ",22000.00,0.00,0.00,Female
22-25,1,Accounting,"Accountant ",Master's Degree,USA,25000.00,0.00,0.00,Female
22-25,1,Accounting,"Risk Assurance Associate ",Bachelor's Degree,IRELAND,27000.00,0.00,0.00,Female
22-25,1,Accounting,"Trainee accountant/ assistant audit ",Bachelor's Degree,IRELAND,27500.00,0.00,0.00,Female
22-25,1,Accounting,Audit Associate,Bachelor's Degree,IRELAND,30000.00,0.00,0.00,Female
22-25,1,Accounting,"Accounts payable ",Bachelor's Degree,USA,35000.00,0.00,0.00,Female
22-25,1,Accounting,"Staff Accountant ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
22-25,1,Accounting,"entry level auditor ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
22-25,1,Accounting,"Tax Accountant ",Bachelor's Degree,USA,46000.00,0.00,0.00,Female
22-25,1,Accounting,"Accounting assistant ",Bachelor's Degree,USA,47000.00,0.00,0.00,Female
22-25,1,Accounting,Auditor,Bachelor's Degree,NEW ZEALAND,52000.00,0.00,0.00,Female
22-25,1,Accounting,Staff Accountant,Bachelor's Degree,CANADA,54000.00,0.00,0.00,Female
22-25,1,Accounting,"Audit Associate ",Master's Degree,USA,55000.00,0.00,0.00,Female
22-25,1,Accounting,Consultant,Bachelor's Degree,USA,56100.00,0.00,0.00,Female
22-25,1,Accounting,Staff Accountant - Tax,Bachelor's Degree,CANADA,58000.00,0.00,0.00,Female
22-25,1,Accounting,Tax Accountant,Bachelor's Degree,USA,58000.00,0.00,0.00,Female
22-25,1,Accounting,"Audit associate ",Bachelor's Degree,USA,58000.00,0.00,0.00,Female
22-25,1,Accounting,"Real Estate Accountant ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
22-25,1,Accounting,Audit Associate,Bachelor's Degree,USA,61000.00,0.00,0.00,Female
22-25,1,Accounting,"Auditor ",Master's Degree,USA,62000.00,0.00,0.00,Female
22-25,1,Accounting,Staff Auditor,Bachelor's Degree,USA,62000.00,0.00,0.00,Female
22-25,1,Accounting,Tax Accountant,Bachelor's Degree,USA,63000.00,0.00,0.00,Female
22-25,1,Accounting,"Associate ",Master's Degree,USA,63000.00,0.00,0.00,Female
22-25,1,Accounting,"Auditor ",Master's Degree,USA,63500.00,0.00,0.00,Female
22-25,1,Accounting,Tax senior,Master's Degree,CANADA,65000.00,0.00,0.00,Female
22-25,1,Accounting,Audit staff,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
22-25,1,Accounting,Staff Auditor,Master's Degree,USA,66000.00,0.00,0.00,Female
22-25,1,Accounting,"Tech risk consultant ",Bachelor's Degree,USA,68000.00,0.00,0.00,Female
22-25,1,Accounting,Associate,Master's Degree,USA,68000.00,0.00,0.00,Female
22-25,1,Accounting,Audit Associate,Master's Degree,USA,69000.00,0.00,0.00,Female
22-25,1,Accounting,Audit Associate,Master's Degree,USA,70000.00,0.00,0.00,Female
22-25,1,Accounting,Auditor,Master's Degree,USA,70000.00,0.00,0.00,Female
22-25,1,Accounting,Tax associate,Bachelor's Degree,USA,70600.00,0.00,0.00,Female
22-25,1,Accounting,"Tax Associate ",Bachelor's Degree,USA,71250.00,0.00,0.00,Female
22-25,1,Accounting,"Auditor ",Bachelor's Degree,USA,73000.00,0.00,0.00,Female
22-25,1,Accounting,"Tax associate ",Bachelor's Degree,USA,63000.00,0.00,0.00,Female
22-25,1,Accounting,"Associate accountant ",Master's Degree,USA,60000.00,0.00,0.00,Female
22-25,1,Accounting,"Assistant ",Bachelor's Degree,IRELAND,28000.00,500.00,0.00,Female
22-25,1,Accounting,"accounting assistant ",Associate Degree,USA,28000.00,500.00,0.00,Female
22-25,1,Accounting,Audit associate 1,Bachelor's Degree,USA,56000.00,1000.00,0.00,Female
22-25,1,Accounting,"Associate ",Bachelor's Degree,USA,77000.00,1300.00,0.00,Female
22-25,1,Accounting,"Client Analyst ",Master's Degree,USA,55000.00,2000.00,0.00,Female
22-25,1,Accounting,"Tax Accountant ",Bachelor's Degree,USA,62500.00,2000.00,0.00,Female
22-25,1,Accounting,Audit associate,Master's Degree,USA,67000.00,2000.00,0.00,Female
22-25,1,Accounting,"B4 Auditor ",Master's Degree,USA,68900.00,2000.00,0.00,Female
22-25,1,Accounting,"Tax Consultant ",Master's Degree,USA,76500.00,2000.00,0.00,Female
22-25,1,Accounting,"Audit Associate  ",Master's Degree,USA,74600.00,3000.00,0.00,Female
22-25,1,Accounting,"Audit Associate ",Bachelor's Degree,USA,78500.00,3100.00,0.00,Female
22-25,1,Accounting,"Marketing Coordinator ",Master's Degree,USA,40000.00,5000.00,0.00,Female
22-25,1,Accounting,"Staff accountant ",Bachelor's Degree,USA,58500.00,5000.00,0.00,Female
22-25,1,Accounting,Audit Associate,Master's Degree,USA,60000.00,5000.00,0.00,Female
22-25,1,Accounting,Public Auditor,Bachelor's Degree,USA,62000.00,5000.00,0.00,Female
22-25,1,Accounting,N/A,Master's Degree,USA,69000.00,5000.00,0.00,Female
22-25,1,Accounting,"Audit and Assurance Senior Associate   ",Master's Degree,USA,74700.00,5000.00,0.00,Female
22-25,1,Accounting,"Senior Associate ",Master's Degree,USA,75000.00,5000.00,0.00,Female
22-25,1,Accounting,"Vp of accounting ",Bachelor's Degree,USA,90000.00,5000.00,0.00,Female
22-25,1,Accounting,"Associate ",Bachelor's Degree,USA,75000.00,7000.00,0.00,Female
22-25,1,Accounting,Audit Trainee (Junior),Professional Degree,USA,28000.00,0.00,0.00,Male
22-25,1,Accounting,Office admin,Bachelor's Degree,USA,38000.00,0.00,0.00,Male
22-25,1,Accounting,Audit Intern,Bachelor's Degree,USA,40500.00,0.00,0.00,Male
22-25,1,Accounting,"Staff Accountant ",Bachelor's Degree,USA,55000.00,0.00,0.00,Male
22-25,1,Accounting,"Audit Associate ",Master's Degree,USA,55000.00,0.00,0.00,Male
22-25,1,Accounting,"Accounting Operations Assistant Analyst ",Bachelor's Degree,USA,63700.00,0.00,0.00,Male
22-25,1,Accounting,"Staff Accountant ",Bachelor's Degree,USA,64000.00,0.00,0.00,Male
22-25,1,Accounting,"It audit ",Bachelor's Degree,USA,66500.00,0.00,0.00,Male
22-25,1,Accounting,"Accounts Manager ","High School Graduate, Diploma or the equivalent (e",USA,55000.00,2000.00,0.00,Male
22-25,1,Accounting,"Accountant ",Bachelor's Degree,USA,45000.00,2500.00,0.00,Male
22-25,1,Accounting,"Associate ",Master's Degree,USA,70000.00,4000.00,0.00,Male
22-25,1,Accounting,Internal Auditor,Bachelor's Degree,USA,61000.00,0.00,0.00,Female
22-25,1,Accounting,"Account Coordinator ",Bachelor's Degree,USA,60000.00,300.00,0.00,Female
22-25,1,Accounting,"Accountant ",Bachelor's Degree,CANADA,40000.00,0.00,0.00,Female
22-25,1,Accounting,"Associate ",Master's Degree,USA,54000.00,0.00,0.00,Female
22-25,1,Accounting,Tax Auditor,Bachelor's Degree,USA,48000.00,0.00,0.00,Female
22-25,1,Accounting,Audit Associate,Master's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Accounting,"Financial Coordinator ",Bachelor's Degree,USA,52000.00,0.00,0.00,Female
22-25,1,Accounting,Tax associate,Bachelor's Degree,USA,57300.00,1700.00,0.00,Female
22-25,1,Actuarial,Actuarial Analyst,Bachelor's Degree,USA,55500.00,3000.00,0.00,Male
22-25,1,Advertising,"Copywriter ",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Advertising,"Assistant Strategist ",Bachelor's Degree,USA,40000.00,0.00,0.00,Female
22-25,1,Advertising,"Account Service Representative ",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Advertising,Account Coordinator l,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
22-25,1,Advertising,"Research Coordinator ",Master's Degree,USA,60000.00,5000.00,0.00,Female
22-25,1,Advertising,Paid Search Associate,Bachelor's Degree,USA,53000.00,0.00,0.00,Non-Binary
22-25,1,Advertising,Account Coordinator,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
22-25,1,Administration,N/A,Bachelor's Degree,USA,33800.00,0.00,0.00,Female
22-25,1,Administration,Business support,"Trade, Technical, Vocational Training",NEW ZEALAND,56000.00,0.00,0.00,Female
22-25,1,Administration,Youth Programs Coordinator,Bachelor's Degree,USA,36000.00,0.00,0.00,Female
22-25,1,Admissions,Admissions Counselor,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Advertising,Associate TAM,Bachelor's Degree,USA,82500.00,82500.00,0.00,Male
22-25,1,Advertising,N/A,Bachelor's Degree,USA,28000.00,0.00,0.00,Female
22-25,1,Advertising,Assistant Media Planner,Bachelor's Degree,USA,35000.00,0.00,0.00,Female
22-25,1,Advertising,Associate media planner,Bachelor's Degree,USA,40000.00,0.00,0.00,Female
22-25,1,Advertising,Junior Graphic Designer,Bachelor's Degree,USA,40000.00,0.00,0.00,Female
22-25,1,Advertising,"Junior Associate ",Bachelor's Degree,CANADA,42000.00,0.00,0.00,Female
22-25,1,Advertising,Operations Coordinator,Bachelor's Degree,USA,42000.00,0.00,0.00,Female
22-25,1,Advertising,"Associate, Integrated Planner",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
22-25,1,Advertising,"Account Coordinator ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
22-25,1,Advertising,Associate Media Manager,Bachelor's Degree,USA,47000.00,0.00,0.00,Female
22-25,1,Advertising,Associate,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Advertising,Account Executive,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Advertising,Account Executive,Master's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Advertising,Data Analyst,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Advertising,Associate Media Planner,Bachelor's Degree,USA,52000.00,0.00,0.00,Female
22-25,1,Advertising,Programmatic Associate,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
22-25,1,Advertising,Assistant Account Executive,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
22-25,1,Advertising,Associate Strategist,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
22-25,1,Advertising,Paid Social Account Manager,Bachelor's Degree,USA,56000.00,0.00,0.00,Female
22-25,1,Advertising,Associate Art Director,Bachelor's Degree,USA,58000.00,0.00,0.00,Female
22-25,1,Advertising,Broadcast Buyer,Bachelor's Degree,USA,58500.00,0.00,0.00,Female
22-25,1,Advertising,Brand Strategist,Bachelor's Degree,USA,58500.00,0.00,0.00,Female
22-25,1,Advertising,"Associate, addressable activation",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
22-25,1,Advertising,Account Executive,Master's Degree,USA,65000.00,0.00,0.00,Female
22-25,1,advertising,"senior associate, programmatic",Bachelor's Degree,USA,70000.00,0.00,0.00,Female
22-25,1,Advertising,Associate Art Director,Bachelor's Degree,USA,70000.00,0.00,0.00,Female
22-25,1,Advertising,Senior account manager,"High School Graduate, Diploma or the equivalent (e",USA,71000.00,0.00,0.00,Female
22-25,1,Advertising,Art Director,No Schooling Completed,USA,72500.00,0.00,0.00,Female
22-25,1,Advertising,PaidSocialCoordinator,BachelorsDegree,USA,80000.00,0.00,0.00,Female
22-25,1,Advertising,Mediabuyer,BachelorsDegree,USA,80000.00,0.00,0.00,Female
22-25,1,Advertising,"Associate, Integrated Investment",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Advertising,Jr graphic Designer,Bachelor's Degree,USA,30000.00,0.00,0.00,Female
22-25,1,Advertising,"Associate Negotiator ",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
22-25,1,Advertising,Associate Brand Manager,Bachelor's Degree,USA,39000.00,500.00,0.00,Female
22-25,1,Advertising,"Negotiator ",Bachelor's Degree,USA,50000.00,750.00,0.00,Female
22-25,1,Advertising,Associate Media Planner,Bachelor's Degree,USA,48000.00,2000.00,0.00,Female
22-25,1,Advertising,Digital Marketing Manager,Bachelor's Degree,USA,45000.00,2500.00,0.00,Female
22-25,1,Advertising,Sr Tiktok media buyer,Bachelor's Degree,CANADA,36000.00,0.00,0.00,Male
22-25,1,Advertising,"Assistant Account Executive  ",Bachelor's Degree,USA,45000.00,0.00,0.00,Male
22-25,1,Advertising,"Associate, Paid Search",Bachelor's Degree,USA,45000.00,0.00,0.00,Prefer Not
22-25,1,"Advertising ","Associate planner ",Bachelor's Degree,USA,38000.00,0.00,0.00,Female
22-25,1,"Advertising ",Media planner,Bachelor's Degree,USA,42000.00,0.00,0.00,Female
22-25,1,"Advertising ","Paid Social, Assistant Strategist",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
22-25,1,"Advertising ","Assistant Media Planner ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
22-25,1,"Advertising ","Investment Associate ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
22-25,1,"Advertising ",Social media analyst,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
22-25,1,"Advertising ",Account coordinator,Bachelor's Degree,CANADA,47000.00,0.00,0.00,Female
22-25,1,"Advertising ","Paid social ",Bachelor's Degree,USA,47000.00,0.00,0.00,Female
22-25,1,"advertising ","strategist ",Bachelor's Degree,USA,48000.00,0.00,0.00,Female
22-25,1,"Advertising ","Account executive ",Bachelor's Degree,USA,48000.00,0.00,0.00,Female
