Age Range,Years of Experience,Industry,Job Title,Highest Level of Education Received,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
54-57,20+,Food Manufacturing,Director of Sales,Associate Degree,CANADA,100000.00,20000.00,0.00,Female
54-57,20+,Sales,National Account Manager,Associate Degree,USA,100000.00,20000.00,0.00,Female
54-57,13,Pharm,"Associate Director ",Professional Degree,USA,150000.00,22500.00,0.00,Female
54-57,20+,"Pharmaceutical ",Sales,Master's Degree,USA,110000.00,25000.00,5000.00,Female
54-57,20+,"Pharmaceuticals ",Account manager,Bachelor's Degree,USA,147000.00,30000.00,0.00,Female
54-57,20+,"Tech ","Sr Tech Recruiter ","Some College credit, no degree",USA,157000.00,30000.00,0.00,Female
54-57,18,Higher Educational Sales,Account Manager,Bachelor's Degree,USA,75000.00,40000.00,0.00,Female
54-57,10,Medical device sales,Senior account executive,Associate Degree,USA,110000.00,40000.00,0.00,Female
54-57,20+,Media,"Executive Director ",Doctorate Degree,USA,246000.00,75000.00,0.00,Female
54-57,20+,Law,Lead Council,Professional Degree,USA,230000.00,100000.00,0.00,Female
54-57,20+,Healthcare,Chief of staff,Master's Degree,USA,455000.00,250000.00,0.00,Female
54-57,20+,Tech,Svp,Master's Degree,USA,500000.00,0.00,0.00,Male
54-57,20+,Medicine,Anesthesiologist,Doctorate Degree,USA,550000.00,0.00,0.00,Male
54-57,20+,"Software ","Vice president ",Bachelor's Degree,USA,307000.00,0.00,0.00,Male
54-57,20+,"Construction ",CEO,"Trade, Technical, Vocational Training",USA,70000.00,0.00,0.00,Male
54-57,20+,information technology in Higher Education,Executive director,Bachelor's Degree,USA,140000.00,1500.00,0.00,Male
54-57,20+,Finance,Presentation & marketing specialist,Master's Degree,USA,85000.00,5000.00,0.00,Male
54-57,20+,Audio Visual A/V,"Senior Project Manager ",Bachelor's Degree,USA,130000.00,5000.00,0.00,Male
54-57,20+,Cyber Security,Systems Engineer,Bachelor's Degree,USA,210000.00,5000.00,0.00,Male
54-57,20+,Law,"General Counsel ",Professional Degree,USA,195000.00,15000.00,0.00,Male
54-57,20+,Technology/Healthcare,Associate Director,Professional Degree,USA,163000.00,21000.00,20000.00,Male
54-57,20+,Tech,Principal CUSAtomer Success Manager,Master's Degree,USA,168000.00,30000.00,10000.00,Male
54-57,20+,"Quick Service Restaurant ","Vice President Menu Development ",Master's Degree,USA,198000.00,40000.00,0.00,Male
54-57,20+,Finance,Principle Solution Architect,Bachelor's Degree,USA,210000.00,40000.00,0.00,Male
54-57,20+,Electronics,"VP, Data Management","Some College credit, no degree",USA,200000.00,45000.00,0.00,Male
54-57,20+,Legal IndUSAtry,Shareholder and Labor and Employment Lawyer,Professional Degree,USA,650000.00,80000.00,0.00,Male
54-57,20+,Technology,Vice President,"Some College credit, no degree",USA,240000.00,90000.00,0.00,Male
54-57,20+,HR,"Administration assistant ",Bachelor's Degree,USA,40000.00,200.00,0.00,Prefer Not
