Age Range,Years of Experience,Industry,Job Title,Highest Level of Education Received,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
30-33,1,Internet,"Implementation Specialist ","Some College credit, no degree",USA,57000.00,0.00,0.00,Female
30-33,1,Finance,"Fiscal assistant ","Some College credit, no degree",USA,57000.00,0.00,0.00,Female
30-33,1,Healthcare Human Resources,HR Coordinator,"Some College credit, no degree",USA,57669.20,0.00,0.00,Female
30-33,1,Dentistry,Dental therapist (ENGLAND),Bachelor's Degree,ENGLAND,58000.00,0.00,0.00,Female
30-33,1,Real Estate,"Commercial Asset Manager ",Bachelor's Degree,USA,58240.00,0.00,0.00,Female
30-33,1,Public accounting,Associate auditor,Master's Degree,USA,58300.00,0.00,0.00,Female
30-33,1,SaaS,Company Culture Specialist,Bachelor's Degree,CANADA,60000.00,0.00,0.00,Female
30-33,1,Education,"Program Facilitator ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
30-33,1,Cyber security,"BUSAiness Development Representative ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
30-33,1,Finance,Finance Manager,Bachelor's Degree,USA,60000.00,0.00,0.00,Female
30-33,1,Research,Clinical research coordinator,Bachelor's Degree,USA,60000.00,0.00,0.00,Female
30-33,1,"Hospitality ","Restaurant Manager ","Some College credit, no degree",USA,60000.00,0.00,0.00,Female
30-33,1,Retail,"Visual Merchandiser ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
30-33,1,"Education ","Teacher ",Master's Degree,USA,61299.00,0.00,0.00,Female
30-33,1,Community development,"Permit technician ","Some College credit, no degree",USA,62000.00,0.00,0.00,Female
30-33,1,"Government ",EPS III,Bachelor's Degree,USA,62400.00,0.00,0.00,Female
30-33,1,Healthcare,Ultrasound Tech,Associate Degree,USA,62400.00,0.00,0.00,Female
30-33,1,Tech,CUSAtomer Success Associate,"Some College credit, no degree",USA,62500.00,0.00,0.00,Female
30-33,1,Tech,Quality Analyst,"High School Graduate, Diploma or the equivalent (e",USA,63000.00,0.00,0.00,Female
30-33,1,Health Tech,BUSAiness Operations Analyat,Bachelor's Degree,USA,63000.00,0.00,0.00,Female
30-33,1,"Governments ",Advisor,Associate Degree,CANADA,65000.00,0.00,0.00,Female
30-33,1,Education Technology,Associate Technical Product Manager,Master's Degree,USA,65000.00,0.00,0.00,Female
30-33,1,"Construction ",Data Analyst,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
30-33,1,Healthcare IT,Associate Project Manager,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
30-33,1,"Medical Education ","Education Coordinator ",Bachelor's Degree,USA,65000.00,0.00,0.00,Female
30-33,1,Compliance,KYC Analyst,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
30-33,1,Healthcare,RN,Bachelor's Degree,USA,65000.00,0.00,0.00,Female
30-33,1,"Aerospace ","Design engineer ",Bachelor's Degree,USA,68000.00,0.00,0.00,Female
30-33,1,Tech,"Project coordinator ",Bachelor's Degree,USA,68000.00,0.00,0.00,Female
30-33,1,Tech,Front End Software Engineer,Bachelor's Degree,USA,69000.00,0.00,0.00,Female
30-33,1,BUSAiness services,CUSAtomer experience analyst,"High School Graduate, Diploma or the equivalent (e",USA,69600.00,0.00,0.00,Female
30-33,1,Insurance,Project Manager,Bachelor's Degree,USA,70000.00,0.00,0.00,Female
30-33,1,"Sex work ",Content Creator,Bachelor's Degree,USA,70000.00,0.00,0.00,Female
30-33,1,Finance,"Associate bUSAiness banking relationship manager ",Master's Degree,USA,70000.00,0.00,0.00,Female
30-33,1,"E-commerce ",Marketing Coordinator Senior,Bachelor's Degree,USA,70000.00,0.00,0.00,Female
30-33,1,Sales,"Account Executive ","Some College credit, no degree",USA,70000.00,0.00,0.00,Female
30-33,1,"Education ",Teacher,Master's Degree,USA,72000.00,0.00,0.00,Female
30-33,1,Public Sector,Policy Officer,Master's Degree,AUSTRALIA,73000.00,0.00,0.00,Female
30-33,1,Physical Therapy,Physical Therapist,Doctorate Degree,USA,74000.00,0.00,0.00,Female
30-33,1,"Research/Agriculture ","Contracts Officer ",Master's Degree,USA,76650.00,0.00,0.00,Female
30-33,1,"Special education ","Board Certified Behavior Analyst ",Master's Degree,USA,77000.00,0.00,0.00,Female
30-33,1,Accounting,"Audit and advisory associate ",Master's Degree,USA,77000.00,0.00,0.00,Female
30-33,1,"Legal ","Associate ",Doctorate Degree,USA,80000.00,0.00,0.00,Female
30-33,1,Legal,Judicial Law Clerk,Professional Degree,USA,84000.00,0.00,0.00,Female
30-33,1,Healthcare,Occupational Therapist,Master's Degree,CANADA,85000.00,0.00,0.00,Female
30-33,1,Healthcare,RN,Associate Degree,USA,85000.00,0.00,0.00,Female
30-33,1,Healthcare,"Director of Technology ",Bachelor's Degree,USA,85000.00,0.00,0.00,Female
30-33,1,Contract research organization,Study Director/toxicologist,Doctorate Degree,USA,85000.00,0.00,0.00,Female
30-33,1,"Biotechnology ","Clinical Research Scientist ",Doctorate Degree,USA,86000.00,0.00,0.00,Female
30-33,1,"Education Non-profit ",Researcher,Doctorate Degree,USA,87000.00,0.00,0.00,Female
30-33,1,"Clinical Research ","Project Manager ",Bachelor's Degree,USA,90000.00,0.00,0.00,Female
30-33,1,Disaster Relief,Auditing and Compliance Manager,"Some College credit, no degree",USA,92000.00,0.00,0.00,Female
30-33,1,"Health care ","Emergency Medicine Nurses Practitioner ",Doctorate Degree,USA,92400.00,0.00,0.00,Female
30-33,1,Healthcare,"Nurse Practitioner ",Master's Degree,USA,94000.00,0.00,0.00,Female
30-33,1,Healthcare,Physicians Assistant,Master's Degree,USA,95000.00,0.00,0.00,Female
30-33,1,Healthcare,"RN, BSN",Bachelor's Degree,USA,96000.00,0.00,0.00,Female
30-33,1,Healthcare,Registered Nurse,Bachelor's Degree,USA,98000.00,0.00,0.00,Female
30-33,1,Medical,"Physician Assistant ",Master's Degree,USA,100000.00,0.00,0.00,Female
30-33,1,"Healthcare ","Physical Therapy ",Doctorate Degree,USA,100000.00,0.00,0.00,Female
30-33,1,Healthcare,RN,Associate Degree,USA,104000.00,0.00,0.00,Female
30-33,1,Healthcare,Advanced Practice Registered Nurse,Master's Degree,USA,105000.00,0.00,0.00,Female
30-33,1,PropTech,Salesforce Admin,"Some College credit, no degree",USA,105000.00,0.00,0.00,Female
30-33,1,Media,Data Analyst,Master's Degree,GERMANY,114400.00,0.00,0.00,Female
30-33,1,N/A,N/A,Bachelor's Degree,USA,115000.00,0.00,0.00,Female
30-33,1,Health care,Nurse practitioner,Master's Degree,USA,118800.00,0.00,0.00,Female
30-33,1,Software,"Renewals manager ","Some College credit, no degree",USA,125000.00,0.00,0.00,Female
30-33,1,"ICU ",NP,Master's Degree,USA,130000.00,0.00,0.00,Female
30-33,1,CUSAtomer Support,Self-Service Automation Manager,Bachelor's Degree,USA,134000.00,0.00,0.00,Female
30-33,1,"Amazon ","Amazon seller ",Bachelor's Degree,USA,180000.00,0.00,0.00,Female
30-33,1,Healthcare,Pharmacist,Doctorate Degree,USA,186992.00,0.00,0.00,Female
30-33,1,"Healthcare ",Registered Nurse,Associate Degree,USA,200000.00,0.00,0.00,Female
30-33,1,Medicine,Pathologist (academic),Doctorate Degree,USA,200000.00,0.00,0.00,Female
30-33,1,"Healthcare ",Pediatric Dentist,Doctorate Degree,USA,250000.00,0.00,0.00,Female
30-33,1,"Healthcare ","Hospitalist ",Professional Degree,USA,262000.00,0.00,0.00,Female
30-33,1,Medicine,"Physician ",Doctorate Degree,USA,305000.00,0.00,0.00,Female
30-33,1,"Social selling ","Team leader + sales ","Some College credit, no degree",USA,700000.00,0.00,0.00,Female
30-33,1,Architecture,Staff architect / designer,Master's Degree,USA,55000.00,0.00,0.00,Female
30-33,1,Advertising,Social Media Community Manager,Master's Degree,USA,50000.00,0.00,0.00,Female
30-33,1,Healthcare Technology,CUSAtomer Success Associate,Bachelor's Degree,USA,57000.00,0.00,0.00,Female
30-33,1,Human Resources,HR Administrator,Bachelor's Degree,USA,74000.00,0.00,0.00,Female
30-33,1,CUSAtomer Service,Contact Tracer,Master's Degree,USA,56160.00,0.00,0.00,Female
30-33,1,Tech,Sr Tech Writer,Master's Degree,USA,80000.00,0.00,0.00,Female
30-33,1,healthcare - Nursing,"Staff RN ",Bachelor's Degree,USA,86544.00,0.00,0.00,Female
30-33,1,Marketing & Events,Creative Marketing Specialist,Bachelor's Degree,USA,47000.00,0.00,0.00,Female
30-33,1,Salesforsupplementcompany,Salesrep,AssociateDegree,USA,80000.00,0.00,0.00,Female
30-33,1,Tech,UX/UI Designer,Associate Degree,USA,75000.00,0.08,0.00,Female
30-33,1,AdTech,Product Designer,Bachelor's Degree,USA,62800.00,0.10,0.00,Female
30-33,1,Health Tech,"Healthcare data analyst ",Master's Degree,USA,80000.00,0.10,0.00,Female
30-33,1,Tech,Trainer,Master's Degree,USA,80000.00,0.15,0.00,Female
30-33,1,IT,Associate,Bachelor's Degree,USA,70000.00,200.00,0.00,Female
30-33,1,HVAC,"Sales Coordinator ","Some College credit, no degree",USA,36000.00,500.00,0.00,Female
30-33,1,"Mental Health/social work ",Case Manager,Bachelor's Degree,USA,40000.00,500.00,0.00,Female
30-33,1,Roofing,Private Contract Administrator,Bachelor's Degree,USA,40000.00,500.00,0.00,Female
30-33,1,"Supply chain and logistics ","Logistics Coordinator ",Bachelor's Degree,USA,43000.00,500.00,0.00,Female
30-33,1,Education,BCBA,Master's Degree,USA,81000.00,500.00,0.00,Female
30-33,1,Healthcare,"Physical therapist ",Doctorate Degree,USA,120000.00,500.00,0.00,Female
30-33,1,"Mortgage ","Loan Officer Assistant ","High School Graduate, Diploma or the equivalent (e",USA,43000.00,500.00,0.00,Female
30-33,1,Title Insurance,Title Coordinator,Bachelor's Degree,USA,47500.00,800.00,0.00,Female
30-33,1,Medical,Flow Technologist,Bachelor's Degree,USA,43000.00,1000.00,0.00,Female
30-33,1,Technology,Implementation Specialist,"Some College credit, no degree",USA,56000.00,1000.00,0.00,Female
30-33,1,Healthcare,Data Analyst,Bachelor's Degree,USA,36075.00,2000.00,0.00,Female
30-33,1,"Education ",Teacher,Bachelor's Degree,USA,44000.00,2000.00,0.00,Female
30-33,1,Animal Feed Manufacturing,Procurement Administrator,"Some College credit, no degree",USA,47000.00,2000.00,0.00,Female
30-33,1,Law,LAA,Bachelor's Degree,CANADA,52000.00,2000.00,0.00,Female
30-33,1,Payroll,Payroll Specialist,Bachelor's Degree,USA,54000.00,2000.00,0.00,Female
30-33,1,IRT,Associate Project Manager,Bachelor's Degree,USA,72000.00,2000.00,0.00,Female
30-33,1,Dental,Dental hygienist,Associate Degree,USA,99480.00,2400.00,0.00,Female
30-33,1,"Healthcare ","Physician ",Doctorate Degree,USA,120000.00,2400.00,0.00,Female
30-33,1,Banking,BSA Clerk,Bachelor's Degree,USA,43000.00,2500.00,0.00,Female
30-33,1,"Legal Marketing ","Practice Development Assistant ",Bachelor's Degree,USA,47000.00,3000.00,0.00,Female
30-33,1,Healthcare,"Digital Marketing Project Coordinator ",Bachelor's Degree,USA,58000.00,3000.00,0.00,Female
30-33,1,Banking,"Administrative assistant ","Some College credit, no degree",USA,65000.00,3000.00,0.00,Female
30-33,1,Software,R&D Training Developer,Doctorate Degree,USA,44000.00,4000.00,0.00,Female
30-33,1,Healthcare,Contracts Associate,Bachelor's Degree,USA,63000.00,4000.00,0.00,Female
30-33,1,Finance,"Valuation Services ",Master's Degree,USA,77000.00,4000.00,0.00,Female
30-33,1,Video Games,USAer researcher,Master's Degree,CANADA,48800.00,5000.00,0.00,Female
30-33,1,Online Casinos,"Fraud Analyst ","Some College credit, no degree",USA,49920.00,5000.00,0.00,Female
30-33,1,Education,HR ops analyst,Bachelor's Degree,USA,65000.00,5000.00,0.00,Female
30-33,1,"Nurse Practitioner ","Family Nurse Practitioner ",Master's Degree,USA,80000.00,5000.00,0.00,Female
30-33,1,Financial Services,UX Designer,Bachelor's Degree,USA,83000.00,5000.00,0.00,Female
30-33,1,"Healthcare ","Pathologists’ Assistant ",Master's Degree,USA,85000.00,5000.00,0.00,Female
30-33,1,"Health information management ",Outpatient surgery coder,Associate Degree,USA,46323.00,5000.00,0.00,Female
30-33,1,Finance,Dealer service analyst,Bachelor's Degree,USA,51324.00,5600.00,0.00,Female
30-33,1,Energy Compliance,"FERC Compliance Analyst ",Master's Degree,USA,80000.00,6400.00,0.00,Female
30-33,1,Healthcare,"Associate developer ",Bachelor's Degree,USA,75000.00,6500.00,0.00,Female
30-33,1,"Health tech ",CUSAtomer Success Associate,Bachelor's Degree,USA,55000.00,7000.00,0.00,Female
30-33,1,Tech,UX Designer,"Some College credit, no degree",USA,75000.00,7500.00,0.00,Female
30-33,1,"Education Technology ",Recruiter,Bachelor's Degree,USA,82000.00,8200.00,0.00,Female
30-33,1,Fintech,Sales Administrator,Bachelor's Degree,USA,55000.00,10000.00,0.00,Female
30-33,1,"Hedge fund ","Research assistant ","Some College credit, no degree",USA,85000.00,10000.00,0.00,Female
30-33,1,"Tech ","Project manager ","Some College credit, no degree",USA,100000.00,10000.00,0.00,Female
30-33,1,IT,Senior BUSAiness Analyst,"Some College credit, no degree",AUSTRALIA,120000.00,10000.00,0.00,Female
30-33,1,Ad Tech Sales,Account Associate,Bachelor's Degree,USA,45000.00,14000.00,0.00,Female
30-33,1,"Tech ",Account Executive,Bachelor's Degree,USA,40000.00,15000.00,0.00,Female
30-33,1,Marketing,National Account Manager,Bachelor's Degree,USA,60000.00,15000.00,0.00,Female
30-33,1,Finance,"Project Manager ","High School Graduate, Diploma or the equivalent (e",AUSTRALIA,120000.00,15000.00,0.00,Female
30-33,1,Engineer,Research engineer,Doctorate Degree,USA,150000.00,15000.00,0.00,Female
30-33,1,Recruiting,Recruiting manager,Associate Degree,USA,635000.00,15000.00,0.00,Female
30-33,1,"Cybersecurity ",SDR,Master's Degree,USA,60000.00,15000.00,0.00,Female
30-33,1,"Property & casualty Insurance ","Consultant  ","Some College credit, no degree",USA,41000.00,16000.00,0.00,Female
30-33,1,Reverse Mortgage,Loan Officer Assistant,"High School Graduate, Diploma or the equivalent (e",USA,32640.00,24000.00,0.00,Female
30-33,1,"Mortgage IndUSAtry ","Mortgage Loan Originator ",Associate Degree,USA,70000.00,30000.00,0.00,Female
30-33,1,Law,Attorney,Professional Degree,USA,100000.00,30000.00,0.00,Female
30-33,1,Tech,"Consultant ",Bachelor's Degree,USA,75000.00,32000.00,0.00,Female
30-33,1,Mortgage,MLO,Master's Degree,USA,50000.00,39000.00,0.00,Female
30-33,1,Film and Television,Producer,"Some College credit, no degree",USA,40800.00,0.00,0.00,Male
30-33,1,Digital Marketing,Consultant,Bachelor's Degree,CANADA,50000.00,0.00,0.00,Male
30-33,1,"Car factory ","Technical Planner ",Associate Degree,USA,52200.00,0.00,0.00,Male
30-33,1,It,Web developer,"Trade, Technical, Vocational Training",USA,54500.00,0.00,0.00,Male
30-33,1,"Healthcare ","Biomedical Engineer ","Some College credit, no degree",USA,55000.00,0.00,0.00,Male
30-33,1,Audio Video,Project Engineer,Bachelor's Degree,USA,55009.00,0.00,0.00,Male
30-33,1,"Municipal Government ",Deputy City Clerk,Bachelor's Degree,USA,55245.00,0.00,0.00,Male
30-33,1,IT,Developer,Bachelor's Degree,AUSTRALIA,60000.00,0.00,0.00,Male
30-33,1,Software,Full-Stack Application Developer,Bachelor's Degree,USA,60000.00,0.00,0.00,Male
30-33,1,Healthcare,Rn,Bachelor's Degree,USA,64400.00,0.00,0.00,Male
30-33,1,Government,Analyst,Bachelor's Degree,USA,65000.00,0.00,0.00,Male
30-33,1,Interior Design,Design Assistant,"Some College credit, no degree",USA,67500.00,0.00,0.00,Male
30-33,1,Logistics,Owner,Bachelor's Degree,USA,88000.00,0.00,0.00,Male
30-33,1,"Government ","Information security ",Bachelor's Degree,USA,97000.00,0.00,0.00,Male
30-33,1,Logistics,Dispatch Night Supervisor,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,110000.00,0.00,0.00,Male
30-33,1,IB,Associate,Master's Degree,USA,175000.00,0.00,0.00,Male
30-33,1,"EHR analyst ","Willow analyst ",Bachelor's Degree,USA,40000.00,0.00,0.00,Male
30-33,1,Mining,"Chemist 1 ",Bachelor's Degree,USA,62920.00,0.05,0.00,Male
30-33,1,Law,Lawyer,Professional Degree,CANADA,130000.00,0.15,0.00,Male
30-33,1,Banking,Systems Administrator,Bachelor's Degree,USA,62400.00,500.00,0.00,Male
30-33,1,"Staffing ",Recruiter,Bachelor's Degree,USA,47500.00,1000.00,0.00,Male
30-33,1,Healthcare,Nurse,Bachelor's Degree,USA,93600.00,1200.00,0.00,Male
30-33,1,"Health Insurance ",BUSAiness Analyst,Bachelor's Degree,USA,67000.00,4000.00,0.00,Male
30-33,1,Software Vendor,Software Engineer,Bachelor's Degree,USA,72000.00,4000.00,0.00,Male
30-33,1,Photonics,Senior laser engineer,Doctorate Degree,USA,125000.00,5000.00,0.00,Male
30-33,1,Tech,ProductDesigner,AssociateDegree,USA,45000.00,10000.00,0.00,Male
30-33,1,FinTech,"Accounts ",Bachelor's Degree,USA,90000.00,12000.00,0.00,Male
30-33,1,Tech,Junior Developer,Bachelor's Degree,USA,72500.00,14000.00,0.00,Male
30-33,1,Biotech,Field application scientist,Doctorate Degree,USA,97000.00,29000.00,0.00,Male
30-33,1,"Finance ",Data Scientist,Doctorate Degree,USA,121000.00,36300.00,0.00,Male
30-33,1,"Finance/tech ",Processing team lead,Bachelor's Degree,USA,85000.00,45000.00,0.00,Male
30-33,1,Medicine,Radiologist,Doctorate Degree,USA,407000.00,47000.00,0.00,Male
30-33,1,Medical Record Software,Project Manager,Doctorate Degree,USA,75600.00,1000.00,0.00,Prefer Not
30-33,1,Legal,Associat,Professional Degree,USA,220000.00,10000.00,0.00,Prefer Not
30-33,2,"Education ","Paraprofessional ","Some College credit, no degree",USA,17000.00,0.00,0.00,Female
30-33,2,N/A,"Tax clerk data entry ","Some College credit, no degree",USA,20000.00,0.00,0.00,Female
30-33,2,Veterinary,Practice Manager,"High School Graduate, Diploma or the equivalent (e",ENGLAND,25000.00,0.00,0.00,Female
30-33,2,Education,"Instructional assistant ",Bachelor's Degree,CANADA,30000.00,0.00,0.00,Female
30-33,2,Social Work,Shelter Staff,"Some College credit, no degree",USA,31200.00,0.00,0.00,Female
30-33,2,E-commerce tech,CUSAtomer service training coordinator,"Some College credit, no degree",USA,32000.00,0.00,0.00,Female
30-33,2,"Biomedical Research ","Research Tech ",Bachelor's Degree,USA,32000.00,0.00,0.00,Female
30-33,2,Contracts,"Contract coordinaton administrator ","Some College credit, no degree",USA,33280.00,0.00,0.00,Female
30-33,2,Academia,Graduation Specialist,Associate Degree,USA,33446.00,0.00,0.00,Female
30-33,2,Software,BUSAiness analyst,Bachelor's Degree,ENGLAND,35000.00,0.00,0.00,Female
30-33,2,"Mental health ","Mental health clinician ",Bachelor's Degree,USA,37000.00,0.00,0.00,Female
30-33,2,"Higher Education ",HR Generalist,Master's Degree,USA,37100.00,0.00,0.00,Female
30-33,2,"Education ",Special education executive assistant,Associate Degree,USA,37440.00,0.00,0.00,Female
30-33,2,"Home mortgage ",N/A,Associate Degree,USA,38500.00,0.00,0.00,Female
30-33,2,MRO,"CUSAtomer Experience Representative ","Some College credit, no degree",USA,39000.00,0.00,0.00,Female
30-33,2,Tech,"EMR support ","High School Graduate, Diploma or the equivalent (e",USA,40000.00,0.00,0.00,Female
30-33,2,"Marketing ","Program Coordinator ",Bachelor's Degree,USA,40950.00,0.00,0.00,Female
30-33,2,"Social services ","Case manager ",Bachelor's Degree,USA,41000.00,0.00,0.00,Female
30-33,2,Law,Paralegal,"Some College credit, no degree",USA,42030.00,0.00,0.00,Female
30-33,2,"Healthcare ","Human Resources Specialist ",Bachelor's Degree,USA,42600.00,0.00,0.00,Female
30-33,2,"Real estate ","Executive assistant ",Bachelor's Degree,CANADA,45000.00,0.00,0.00,Female
30-33,2,Education,Operations Coordinator,"Some College credit, no degree",IRELAND,45000.00,0.00,0.00,Female
30-33,2,Themed Entertainment,HR Coordinator,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
30-33,2,Medical,"Receptionist ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
30-33,2,Fashion,"Sales Admin Coordinator ","Some College credit, no degree",USA,45000.00,0.00,0.00,Female
30-33,2,"Restaurant ",Assistant manager / server,"Some College credit, no degree",USA,45000.00,0.00,0.00,Female
30-33,2,"Aviation ","Flight attendant ",Bachelor's Degree,USA,46000.00,0.00,0.00,Female
30-33,2,Mental Health,"Clinical Therapist / Group Therapy Supervisor ",Master's Degree,USA,47500.00,0.00,0.00,Female
30-33,2,"Non profit ","Recruitment, Training, Engagement specialist  ",Bachelor's Degree,USA,48000.00,0.00,0.00,Female
30-33,2,Real estate,Escrow Assistant,Master's Degree,USA,49000.00,0.00,0.00,Female
30-33,2,"Public health ","Epidemiologist ",Bachelor's Degree,USA,49785.00,0.00,0.00,Female
30-33,2,"Pharmaceuticals ",Research Coordinator,"High School Graduate, Diploma or the equivalent (e",USA,50000.00,0.00,0.00,Female
30-33,2,Mental health,"Mental health counselor ",Master's Degree,USA,50000.00,0.00,0.00,Female
30-33,2,Technology,"BUSAiness Development Representative ",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
30-33,2,"Insurance ",Ability Analyst,"Some College credit, no degree",USA,50000.00,0.00,0.00,Female
30-33,2,Mental Health,"Therapist ",Master's Degree,USA,50000.00,0.00,0.00,Female
30-33,2,Medicine,Doctor,Bachelor's Degree,TRINIDAD & TOBAGO,51000.00,0.00,0.00,Female
30-33,2,"Digital Marketing ","Content Stategist ","Some College credit, no degree",USA,51000.00,0.00,0.00,Female
30-33,2,"Marketing ","Marketing manager ",Bachelor's Degree,USA,52000.00,0.00,0.00,Female
30-33,2,Finance,Accountant,"Some College credit, no degree",USA,52000.00,0.00,0.00,Female
30-33,2,"Healthcare ",Medical Coder,Associate Degree,USA,52000.00,0.00,0.00,Female
30-33,2,healthcare IT,"Consultant ",Bachelor's Degree,USA,52000.00,0.00,0.00,Female
30-33,2,Medicine,Resident physician,Doctorate Degree,USA,53000.00,0.00,0.00,Female
30-33,2,N/A,N/A,Doctorate Degree,USA,54000.00,0.00,0.00,Female
30-33,2,Retail /wholesale,Digital Marketing Manager,Bachelor's Degree,CANADA,55000.00,0.00,0.00,Female
30-33,2,Public health,Team supervisor,Master's Degree,CANADA,55000.00,0.00,0.00,Female
30-33,2,Technology,Technical specialist,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
30-33,2,Tax,"Tax Accountant ",Bachelor's Degree,USA,55000.00,0.00,0.00,Female
30-33,2,"Education ","Teacher ",Master's Degree,USA,55000.00,0.00,0.00,Female
30-33,2,Insurance,Web developer,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
30-33,2,Forensic Engineering,Project Manager,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
